FASTQ	FASTQ_MD5	PAIRED_FASTQ	PAIRED_FASTQ_MD5	NIST_SAMPLE_NAME
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_008.fastq.gz	68705ae072f0e4df379383c8d79a4169	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_008.fastq.gz	ec256fbb9c15c4117d8abd50f2fa375a	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_009.fastq.gz	6fd6a80bd55d0a1c547d496e0ed3a126	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_009.fastq.gz	b09d52e6b0ee140781a2750c5fab5b55	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_010.fastq.gz	20ca9e84d2ed5656838b75aa99cbcc7a	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_010.fastq.gz	23267d9bcb71b614b70605c4a58bf87b	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_011.fastq.gz	5d77f88ebd4a2f9bdb34a4baf035e68b	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_011.fastq.gz	88ccf77c0d294182aed97c35aea6c3e4	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_012.fastq.gz	06fb746ed8b3ad0ed3c0b167ba1ea4a3	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_012.fastq.gz	c3264927cff6fd0de9e88db2be8ce6f8	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_013.fastq.gz	a22ea11d8ee5073b5b6ae7bce04339df	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_013.fastq.gz	15899fbe4af7a99fb74f36bb156d3de9	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R1_014.fastq.gz	03d5400572a0a12b850dbbb629bf92e7	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S1_L002_R2_014.fastq.gz	0c490738120dd73c00c9861340f4464c	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R1_001.fastq.gz	7f9d8515ee176d754980d5eaabac2257	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R2_001.fastq.gz	71714138db037faff85743a437e63c4a	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R1_002.fastq.gz	6fd436252a12d85e0f45eaabd6d9329e	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R2_002.fastq.gz	a7e9a86ebe03c9ff3c1fb107b8feb20e	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R1_003.fastq.gz	0fdedc697db6f5ce84cbdb938b01e32d	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R2_003.fastq.gz	4225861d90b86704d45f24ec6a34e4dd	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R1_004.fastq.gz	b24e8e290f96134f1649971abdea81ff	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L001_R2_004.fastq.gz	b6c5912edf8579caad50ec594b2969df	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R1_001.fastq.gz	dacfe2cab5eea087462b47959da7bdfa	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R2_001.fastq.gz	48de6fc78a67ced2c8c173b702ef8152	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R1_002.fastq.gz	4a33b00c8a09ffb68cb5b9c03dcfae5a	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R2_002.fastq.gz	c6e9054772d7930a260bd2d32e70cf5d	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R1_003.fastq.gz	29271ef8bc87b2bde7f9db43734e6483	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R2_003.fastq.gz	4db864b18b99318cf4c7d9eb2eb07b6e	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R1_004.fastq.gz	3fd92985ecd1465a01c8edabda77297e	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/reads/D3_S3_L002_R2_004.fastq.gz	2fa833358d1cbecd6ef6108824e7b71d	HG004
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R1_001.fastq.gz	80e9b1328ddda08cd2b437f78f12c26e	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R2_001.fastq.gz	243ed81f62563d16cf0ed65c0389fb89	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R1_002.fastq.gz	c3228da0036c652284b552153fa9b3fa	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R2_002.fastq.gz	a258faa85bfb625d6bf596a264d1a389	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R1_003.fastq.gz	f48c4f06c0e7e2025348cffb4e9f1cb0	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R2_003.fastq.gz	03cd3d2c47c50faac22e855313017057	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R1_004.fastq.gz	76cdbc65c4de18ffee2b593d37aa4aff	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R2_004.fastq.gz	b9dbe5fd492292fd55971ec710557e4f	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R1_005.fastq.gz	97022f930eb9c294e708cdce20dafb90	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L001_R2_005.fastq.gz	517f8bed15c1d07713832f434f277da3	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R1_001.fastq.gz	ea7a8e1d14d60bfe62b77c0e5e0f0386	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R2_001.fastq.gz	521f5f62c76a428284d59f53f521d7a4	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R1_002.fastq.gz	7badf3420c7e00ed0af47c04718236d2	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R2_002.fastq.gz	b3b9972d43206d0345dfe3c697d3a14e	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R1_003.fastq.gz	f951ea83f8ac78dbe33aeb3837164794	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R2_003.fastq.gz	c26b290454f8d0b91e2f85bf81bc7d65	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R1_004.fastq.gz	33931d1a60948d00f01b8f1659eb06bd	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R2_004.fastq.gz	fcbba92cdb4ca62e0699816b6fccfb54	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R1_005.fastq.gz	fc09be1ceece7e5f133b716d4ac28527	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S1_L002_R2_005.fastq.gz	a18049b661a281a3198184ffa7e4e11d	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R1_001.fastq.gz	bb78359d2d4675fc2873ea5d98de0cf6	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R2_001.fastq.gz	c9ac820e06781057a7b3d0dc1c65af7c	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R1_002.fastq.gz	071ff0945ffd9a1f7f8312f7594726af	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R2_002.fastq.gz	9cf8abbacf2db66add25efdc5742d809	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R1_003.fastq.gz	c6927f56bc44800aed9dba94a7b3c189	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R2_003.fastq.gz	a37d730b8d0897559e2cd8ae0ea44f5f	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R1_004.fastq.gz	174c82520bf56c908210e0defc6bbb06	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L001_R2_004.fastq.gz	b0c42d6955866955a4cd510a6d25ebba	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R1_001.fastq.gz	c2820297e4b85f56e8cb3f068d25d1c7	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R2_001.fastq.gz	3541f570b63573b41486b1885d425dad	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R1_002.fastq.gz	456229cdb7b2635a0f4cbdcb7457e4ba	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R2_002.fastq.gz	2aa765d2ac2d5b3ff9e44323519cfdcc	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R1_003.fastq.gz	0c101cd122b5efea480fd9b4638e49ff	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R2_003.fastq.gz	236440f2292ceed08fca1db2fa0b3a6f	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R1_004.fastq.gz	3902d884ffccbe1e3af2a057edbfdf14	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/reads/D2_S2_L002_R2_004.fastq.gz	d19f4dce84b80e356386c52cac23ca01	HG003
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R1_001.fastq.gz	38c9cfa80359b842befaeffd675d5326	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R2_001.fastq.gz	a8009ce5d64ac9db7c29a0c13a554672	HG002
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R1_002.fastq.gz	7c7ab55bfcb8634996ff5c9a35512a9e	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R2_002.fastq.gz	15b38fc5a384a73f9a64adf583e9d48e	HG002
https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R1_003.fastq.gz	02bcc6013bf90380dca5360a2473903b	https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG002_NA24385_son/NIST_Illumina_2x250bps/reads/D1_S1_L001_R2_003.fastq.gz	a5ba36d3644475dd02f49fc36264edb2	HG002
